id,exercise_id,equipment_name,possible,is_default_setup,details,created_at
039653f5-d5c9-4ecd-9d8d-61915c99e04d,15c91401-dc97-4802-b497-54d24d79925d,nooses,true,false,"{""hands_1"": false, ""hands_2"": true, ""grip_sup"": false, ""grip_s_n"": true, ""grip_n"": false, ""grip_n_p"": false, ""grip_pro"": false, ""plane_lat"": false, ""plane_l_s"": false, ""plane_sag"": false, ""plane_s_t"": false, ""plane_trans"": false, ""plane_t_l"": false, ""width_x05"": false, ""width_x1"": false, ""width_x15"": false, ""cable_h_1_8"": false, ""cable_h_9_15"": false, ""cable_h_16_22"": false, ""bench_flat"": false, ""bench_incl"": false, ""bench_upright"": false, ""stand_0"": false, ""stand_45"": false, ""stand_90"": false, ""stand_90os"": false, ""stand_135"": false, ""stand_180"": false, ""bench_cable_0"": false, ""bench_cable_90"": false, ""bench_cable_180"": false, ""body_bench_0"": false, ""body_bench_45"": false, ""body_bench_90"": false, ""body_bench_135"": false, ""body_bench_180"": false, ""body_pos_lying"": false, ""body_pos_180"": false, ""body_pos_sitting"": false, ""sit_0"": false, ""sit_90"": false, ""cables_1"": true, ""cables_2"": false, ""info_equipment"": ""schlaufen am Ellenbogen ansetzen und oben festhalten""}",2026-04-03 19:05:59.606313+00
03afabc2-cad2-47d0-bf7a-78a869029eb8,307f2e6f-4403-4ed6-8805-25099c660dce,staight,true,false,"{""hands_1"": false, ""hands_2"": true, ""grip_sup"": true, ""grip_s_n"": false, ""grip_n"": false, ""grip_n_p"": false, ""grip_pro"": true, ""plane_lat"": false, ""plane_l_s"": true, ""plane_sag"": false, ""plane_s_t"": false, ""plane_trans"": false, ""plane_t_l"": false, ""width_x05"": false, ""width_x1"": false, ""width_x15"": false, ""cable_h_1_8"": false, ""cable_h_9_15"": true, ""cable_h_16_22"": false, ""bench_flat"": false, ""bench_incl"": false, ""bench_upright"": false, ""stand_0"": false, ""stand_45"": false, ""stand_90"": false, ""stand_90os"": false, ""stand_135"": false, ""stand_180"": true, ""bench_cable_0"": false, ""bench_cable_90"": false, ""bench_cable_180"": false, ""body_bench_0"": false, ""body_bench_45"": false, ""body_bench_90"": false, ""body_bench_135"": false, ""body_bench_180"": false, ""body_pos_lying"": false, ""body_pos_180"": false, ""body_pos_sitting"": false, ""sit_0"": false, ""sit_90"": false, ""cables_1"": true, ""cables_2"": false}",2026-04-03 19:05:59.606313+00
03e928cc-da49-41a6-9148-2edc8cffaa72,c300f973-aab4-46cd-8b58-f23e66f539c4,raw,false,false,"{""hands_1"": false, ""hands_2"": false, ""grip_sup"": false, ""grip_s_n"": false, ""grip_n"": false, ""grip_n_p"": false, ""grip_pro"": false, ""plane_lat"": false, ""plane_l_s"": false, ""plane_sag"": false, ""plane_s_t"": false, ""plane_trans"": false, ""plane_t_l"": false, ""width_x05"": false, ""width_x1"": false, ""width_x15"": false, ""cable_h_1_8"": false, ""cable_h_9_15"": false, ""cable_h_16_22"": false, ""bench_flat"": false, ""bench_incl"": false, ""bench_upright"": false, ""stand_0"": false, ""stand_45"": false, ""stand_90"": false, ""stand_90os"": false, ""stand_135"": false, ""stand_180"": false, ""bench_cable_0"": false, ""bench_cable_90"": false, ""bench_cable_180"": false, ""body_bench_0"": false, ""body_bench_45"": false, ""body_bench_90"": false, ""body_bench_135"": false, ""body_bench_180"": false, ""body_pos_lying"": false, ""body_pos_180"": false, ""body_pos_sitting"": false, ""sit_0"": false, ""sit_90"": false, ""cables_1"": false, ""cables_2"": false}",2026-04-03 19:05:59.939817+00
04ae0277-6160-444f-ab7a-09bdde9ef48f,a9792e0b-d878-40b0-83ea-450c39c2dbb6,d-handle var,true,false,"{""hands_1"": false, ""hands_2"": true, ""grip_sup"": false, ""grip_s_n"": false, ""grip_n"": true, ""grip_n_p"": true, ""grip_pro"": true, ""plane_lat"": false, ""plane_l_s"": false, ""plane_sag"": false, ""plane_s_t"": false, ""plane_trans"": false, ""plane_t_l"": false, ""width_x05"": false, ""width_x1"": false, ""width_x15"": false, ""cable_h_1_8"": true, ""cable_h_9_15"": false, ""cable_h_16_22"": false, ""bench_flat"": false, ""bench_incl"": false, ""bench_upright"": false, ""stand_0"": true, ""stand_45"": false, ""stand_90"": false, ""stand_90os"": false, ""stand_135"": false, ""stand_180"": false, ""bench_cable_0"": false, ""bench_cable_90"": false, ""bench_cable_180"": false, ""body_bench_0"": false, ""body_bench_45"": false, ""body_bench_90"": false, ""body_bench_135"": false, ""body_bench_180"": false, ""body_pos_lying"": false, ""body_pos_180"": false, ""body_pos_sitting"": false, ""sit_0"": true, ""sit_90"": false, ""cables_1"": true, ""cables_2"": false}",2026-04-03 19:05:59.606313+00
04ce8252-66c6-446f-b1f7-08bde0551eea,e26c60c0-9f53-43b8-823b-962ab624a4d0,dumbell,true,false,"{""hands_1"": true, ""hands_2"": true, ""grip_sup"": true, ""grip_s_n"": false, ""grip_n"": false, ""grip_n_p"": false, ""grip_pro"": true, ""plane_lat"": false, ""plane_l_s"": false, ""plane_sag"": false, ""plane_s_t"": false, ""plane_trans"": false, ""plane_t_l"": false, ""width_x05"": false, ""width_x1"": true, ""width_x15"": false, ""cable_h_1_8"": false, ""cable_h_9_15"": false, ""cable_h_16_22"": false, ""bench_flat"": false, ""bench_incl"": false, ""bench_upright"": false, ""stand_0"": false, ""stand_45"": false, ""stand_90"": false, ""stand_90os"": false, ""stand_135"": false, ""stand_180"": false, ""bench_cable_0"": false, ""bench_cable_90"": false, ""bench_cable_180"": false, ""body_bench_0"": false, ""body_bench_45"": false, ""body_bench_90"": false, ""body_bench_135"": false, ""body_bench_180"": false, ""body_pos_lying"": false, ""body_pos_180"": false, ""body_pos_sitting"": false, ""sit_0"": false, ""sit_90"": false, ""cables_1"": false, ""cables_2"": false}",2026-04-03 19:05:59.939817+00
04e892d5-8e12-4da9-bfd9-bd6dba384a7a,b74a9777-4dfd-4e68-83a9-88c049ba9e3a,ropes,false,false,"{""hands_1"": false, ""hands_2"": false, ""grip_sup"": false, ""grip_s_n"": false, ""grip_n"": false, ""grip_n_p"": false, ""grip_pro"": false, ""plane_lat"": false, ""plane_l_s"": false, ""plane_sag"": false, ""plane_s_t"": false, ""plane_trans"": false, ""plane_t_l"": false, ""width_x05"": false, ""width_x1"": false, ""width_x15"": false, ""cable_h_1_8"": false, ""cable_h_9_15"": false, ""cable_h_16_22"": false, ""bench_flat"": false, ""bench_incl"": false, ""bench_upright"": false, ""stand_0"": false, ""stand_45"": false, ""stand_90"": false, ""stand_90os"": false, ""stand_135"": false, ""stand_180"": false, ""bench_cable_0"": false, ""bench_cable_90"": false, ""bench_cable_180"": false, ""body_bench_0"": false, ""body_bench_45"": false, ""body_bench_90"": false, ""body_bench_135"": false, ""body_bench_180"": false, ""body_pos_lying"": false, ""body_pos_180"": false, ""body_pos_sitting"": false, ""sit_0"": false, ""sit_90"": false, ""cables_1"": false, ""cables_2"": false}",2026-04-03 19:05:59.939817+00
0600db73-e84a-4280-9349-33ad531873d4,ff69a20d-a291-42b3-80e4-c4da224ccfde,cuff,false,false,"{""hands_1"": false, ""hands_2"": false, ""grip_sup"": false, ""grip_s_n"": false, ""grip_n"": false, ""grip_n_p"": false, ""grip_pro"": false, ""plane_lat"": false, ""plane_l_s"": false, ""plane_sag"": false, ""plane_s_t"": false, ""plane_trans"": false, ""plane_t_l"": false, ""width_x05"": false, ""width_x1"": false, ""width_x15"": false, ""cable_h_1_8"": false, ""cable_h_9_15"": false, ""cable_h_16_22"": false, ""bench_flat"": false, ""bench_incl"": false, ""bench_upright"": false, ""stand_0"": false, ""stand_45"": false, ""stand_90"": false, ""stand_90os"": false, ""stand_135"": false, ""stand_180"": false, ""bench_cable_0"": false, ""bench_cable_90"": false, ""bench_cable_180"": false, ""body_bench_0"": false, ""body_bench_45"": false, ""body_bench_90"": false, ""body_bench_135"": false, ""body_bench_180"": false, ""body_pos_lying"": false, ""body_pos_180"": false, ""body_pos_sitting"": false, ""sit_0"": false, ""sit_90"": false, ""cables_1"": false, ""cables_2"": false}",2026-04-03 19:05:59.939817+00
062ca036-e8e5-4e7c-9b33-c584aa95a17b,8446f2f9-a451-46c8-89bd-f97312313f96,dumbell,true,false,"{""hands_1"": true, ""hands_2"": true, ""grip_sup"": false, ""grip_s_n"": false, ""grip_n"": true, ""grip_n_p"": false, ""grip_pro"": false, ""plane_lat"": true, ""plane_l_s"": false, ""plane_sag"": false, ""plane_s_t"": false, ""plane_trans"": false, ""plane_t_l"": false, ""width_x05"": true, ""width_x1"": false, ""width_x15"": false, ""cable_h_1_8"": false, ""cable_h_9_15"": false, ""cable_h_16_22"": false, ""bench_flat"": false, ""bench_incl"": false, ""bench_upright"": true, ""stand_0"": false, ""stand_45"": false, ""stand_90"": false, ""stand_90os"": false, ""stand_135"": false, ""stand_180"": false, ""bench_cable_0"": false, ""bench_cable_90"": false, ""bench_cable_180"": false, ""body_bench_0"": false, ""body_bench_45"": false, ""body_bench_90"": false, ""body_bench_135"": false, ""body_bench_180"": false, ""body_pos_lying"": true, ""body_pos_180"": false, ""body_pos_sitting"": false, ""sit_0"": false, ""sit_90"": false, ""cables_1"": false, ""cables_2"": false}",2026-04-03 19:05:59.606313+00
066354ff-4ddc-48ad-9423-8fc4bf7d6dc5,e7f73fec-4b61-4cf5-8e74-85b5c0068b70,ez bar,true,false,"{""hands_1"": false, ""hands_2"": true, ""grip_sup"": false, ""grip_s_n"": true, ""grip_n"": false, ""grip_n_p"": true, ""grip_pro"": false, ""plane_lat"": false, ""plane_l_s"": false, ""plane_sag"": true, ""plane_s_t"": false, ""plane_trans"": false, ""plane_t_l"": false, ""width_x05"": true, ""width_x1"": true, ""width_x15"": false, ""cable_h_1_8"": false, ""cable_h_9_15"": false, ""cable_h_16_22"": false, ""bench_flat"": true, ""bench_incl"": true, ""bench_upright"": false, ""stand_0"": false, ""stand_45"": false, ""stand_90"": false, ""stand_90os"": false, ""stand_135"": false, ""stand_180"": false, ""bench_cable_0"": false, ""bench_cable_90"": false, ""bench_cable_180"": false, ""body_bench_0"": false, ""body_bench_45"": false, ""body_bench_90"": false, ""body_bench_135"": false, ""body_bench_180"": false, ""body_pos_lying"": true, ""body_pos_180"": false, ""body_pos_sitting"": false, ""sit_0"": false, ""sit_90"": false, ""cables_1"": false, ""cables_2"": false, ""info_equipment"": ""Es gibt mehrere Varianten wie an es ausführen kann.""}",2026-04-03 19:05:59.606313+00
069ca4ab-28dc-47e3-a7bf-12857bbe60f9,ff69a20d-a291-42b3-80e4-c4da224ccfde,mag neutral middle,false,false,"{""hands_1"": false, ""hands_2"": false, ""grip_sup"": false, ""grip_s_n"": false, ""grip_n"": false, ""grip_n_p"": false, ""grip_pro"": false, ""plane_lat"": false, ""plane_l_s"": false, ""plane_sag"": false, ""plane_s_t"": false, ""plane_trans"": false, ""plane_t_l"": false, ""width_x05"": false, ""width_x1"": false, ""width_x15"": false, ""cable_h_1_8"": false, ""cable_h_9_15"": false, ""cable_h_16_22"": false, ""bench_flat"": false, ""bench_incl"": false, ""bench_upright"": false, ""stand_0"": false, ""stand_45"": false, ""stand_90"": false, ""stand_90os"": false, ""stand_135"": false, ""stand_180"": false, ""bench_cable_0"": false, ""bench_cable_90"": false, ""bench_cable_180"": false, ""body_bench_0"": false, ""body_bench_45"": false, ""body_bench_90"": false, ""body_bench_135"": false, ""body_bench_180"": false, ""body_pos_lying"": false, ""body_pos_180"": false, ""body_pos_sitting"": false, ""sit_0"": false, ""sit_90"": false, ""cables_1"": false, ""cables_2"": false}",2026-04-03 19:05:59.939817+00
06b6edf7-00e7-4fa8-9878-1e60d13338e4,906fd428-0187-425b-90c6-ec64357a8e62,d-handle var,true,false,"{""hands_1"": true, ""hands_2"": true, ""grip_sup"": true, ""grip_s_n"": true, ""grip_n"": true, ""grip_n_p"": true, ""grip_pro"": true, ""plane_lat"": false, ""plane_l_s"": false, ""plane_sag"": true, ""plane_s_t"": false, ""plane_trans"": false, ""plane_t_l"": false, ""width_x05"": false, ""width_x1"": false, ""width_x15"": false, ""cable_h_1_8"": false, ""cable_h_9_15"": false, ""cable_h_16_22"": true, ""bench_flat"": false, ""bench_incl"": false, ""bench_upright"": false, ""stand_0"": false, ""stand_45"": false, ""stand_90"": false, ""stand_90os"": false, ""stand_135"": false, ""stand_180"": false, ""bench_cable_0"": false, ""bench_cable_90"": false, ""bench_cable_180"": true, ""body_bench_0"": true, ""body_bench_45"": false, ""body_bench_90"": false, ""body_bench_135"": false, ""body_bench_180"": true, ""body_pos_lying"": false, ""body_pos_180"": false, ""body_pos_sitting"": false, ""sit_0"": false, ""sit_90"": false, ""cables_1"": true, ""cables_2"": false}",2026-04-03 19:05:59.606313+00
0701eab7-f21b-4e1d-a7eb-5a4fbca4429e,e26c60c0-9f53-43b8-823b-962ab624a4d0,small barbell,true,false,"{""hands_1"": false, ""hands_2"": true, ""grip_sup"": true, ""grip_s_n"": false, ""grip_n"": false, ""grip_n_p"": false, ""grip_pro"": true, ""plane_lat"": false, ""plane_l_s"": false, ""plane_sag"": false, ""plane_s_t"": false, ""plane_trans"": false, ""plane_t_l"": false, ""width_x05"": false, ""width_x1"": true, ""width_x15"": false, ""cable_h_1_8"": false, ""cable_h_9_15"": false, ""cable_h_16_22"": false, ""bench_flat"": false, ""bench_incl"": false, ""bench_upright"": false, ""stand_0"": false, ""stand_45"": false, ""stand_90"": false, ""stand_90os"": false, ""stand_135"": false, ""stand_180"": false, ""bench_cable_0"": false, ""bench_cable_90"": false, ""bench_cable_180"": false, ""body_bench_0"": false, ""body_bench_45"": false, ""body_bench_90"": false, ""body_bench_135"": false, ""body_bench_180"": false, ""body_pos_lying"": false, ""body_pos_180"": false, ""body_pos_sitting"": false, ""sit_0"": false, ""sit_90"": false, ""cables_1"": false, ""cables_2"": false}",2026-04-03 19:05:59.939817+00
078a05de-90cf-46b8-b827-8513acad8ce1,1daeea47-278b-4942-ac2f-1ebeab1c713e,ropes,true,false,"{""hands_1"": false, ""hands_2"": true, ""grip_sup"": false, ""grip_s_n"": true, ""grip_n"": false, ""grip_n_p"": false, ""grip_pro"": false, ""plane_lat"": false, ""plane_l_s"": false, ""plane_sag"": true, ""plane_s_t"": false, ""plane_trans"": false, ""plane_t_l"": false, ""width_x05"": false, ""width_x1"": true, ""width_x15"": false, ""cable_h_1_8"": false, ""cable_h_9_15"": false, ""cable_h_16_22"": false, ""bench_flat"": false, ""bench_incl"": false, ""bench_upright"": false, ""stand_0"": false, ""stand_45"": false, ""stand_90"": false, ""stand_90os"": false, ""stand_135"": false, ""stand_180"": false, ""bench_cable_0"": false, ""bench_cable_90"": false, ""bench_cable_180"": false, ""body_bench_0"": false, ""body_bench_45"": false, ""body_bench_90"": false, ""body_bench_135"": false, ""body_bench_180"": false, ""body_pos_lying"": false, ""body_pos_180"": false, ""body_pos_sitting"": false, ""sit_0"": false, ""sit_90"": false, ""cables_1"": false, ""cables_2"": true}",2026-04-03 19:05:59.939817+00
088cb38b-b767-4e34-8d9a-c60e39a4015f,e7f73fec-4b61-4cf5-8e74-85b5c0068b70,barbell,true,false,"{""hands_1"": false, ""hands_2"": true, ""grip_sup"": true, ""grip_s_n"": false, ""grip_n"": false, ""grip_n_p"": false, ""grip_pro"": true, ""plane_lat"": false, ""plane_l_s"": false, ""plane_sag"": true, ""plane_s_t"": false, ""plane_trans"": false, ""plane_t_l"": false, ""width_x05"": false, ""width_x1"": true, ""width_x15"": false, ""cable_h_1_8"": false, ""cable_h_9_15"": false, ""cable_h_16_22"": false, ""bench_flat"": true, ""bench_incl"": true, ""bench_upright"": false, ""stand_0"": false, ""stand_45"": false, ""stand_90"": false, ""stand_90os"": false, ""stand_135"": false, ""stand_180"": false, ""bench_cable_0"": false, ""bench_cable_90"": false, ""bench_cable_180"": false, ""body_bench_0"": false, ""body_bench_45"": false, ""body_bench_90"": false, ""body_bench_135"": false, ""body_bench_180"": false, ""body_pos_lying"": true, ""body_pos_180"": false, ""body_pos_sitting"": false, ""sit_0"": false, ""sit_90"": false, ""cables_1"": false, ""cables_2"": false}",2026-04-03 19:05:59.606313+00
